"file","value"
"/projects/phenocam/data/archive/northcascades/2004/08/northcascades_2004_08_03_130000.jpg",0
"/projects/phenocam/data/archive/kelloggcorn2/2016/09/kelloggcorn2_2016_09_16_120031.jpg",0
"/projects/phenocam/data/archive/spruceA0EMT/2015/03/spruceA0EMT_2015_03_27_120006.jpg",0
"/projects/phenocam/data/archive/burdettericec/2018/01/burdettericec_2018_01_24_115607.jpg",0
"/projects/phenocam/data/archive/harvardbarn/2015/01/harvardbarn_2015_01_11_120103.jpg",1
"/projects/phenocam/data/archive/mountranier/2005/12/mountranier_2005_12_29_100000.jpg",3
"/projects/phenocam/data/archive/laurentides/2018/01/laurentides_2018_01_10_120113.jpg",2
"/projects/phenocam/data/archive/bbc6/2016/09/bbc6_2016_09_08_120006.jpg",0
"/projects/phenocam/data/archive/kansas/2014/03/kansas_2014_03_15_120900.jpg",0
"/projects/phenocam/data/archive/NEON.D05.UNDE.DP1.00042/2017/10/NEON.D05.UNDE.DP1.00042_2017_10_31_120005.jpg",2
"/projects/phenocam/data/archive/jernwern/2017/12/jernwern_2017_12_26_120305.jpg",0
"/projects/phenocam/data/archive/oakridge2/2010/04/oakridge2_2010_04_30_122000.jpg",0
"/projects/phenocam/data/archive/umichbiological/2017/02/umichbiological_2017_02_17_120004.jpg",1
"/projects/phenocam/data/archive/NEON.D10.RMNP.DP1.00042/2018/03/NEON.D10.RMNP.DP1.00042_2018_03_09_120006.jpg",1
"/projects/phenocam/data/archive/innsbruck/2015/10/innsbruck_2015_10_15_120005.jpg",3
"/projects/phenocam/data/archive/snakerivermn/2010/11/snakerivermn_2010_11_04_120000.jpg",0
"/projects/phenocam/data/archive/konza/2016/04/konza_2016_04_03_120105.jpg",0
"/projects/phenocam/data/archive/woodshole/2017/12/woodshole_2017_12_15_120223.jpg",0
"/projects/phenocam/data/archive/mammothcave/2005/04/mammothcave_2005_04_04_120000.jpg",0
"/projects/phenocam/data/archive/appledore/2014/03/appledore_2014_03_10_120010.jpg",0
"/projects/phenocam/data/archive/smokylook/2006/07/smokylook_2006_07_05_140000.jpg",0
"/projects/phenocam/data/archive/proctor/2016/08/proctor_2016_08_03_114639.jpg",0
"/projects/phenocam/data/archive/teddy/2005/12/teddy_2005_12_05_140000.jpg",3
"/projects/phenocam/data/archive/jerbajada/2017/03/jerbajada_2017_03_18_120006.jpg",0
"/projects/phenocam/data/archive/uiefmaize/2012/11/uiefmaize_2012_11_21_120000.jpg",0
"/projects/phenocam/data/archive/willamettewheat/2016/04/willamettewheat_2016_04_13_120006.jpg",0
"/projects/phenocam/data/archive/uiefprairie/2017/07/uiefprairie_2017_07_24_120000.jpg",0
"/projects/phenocam/data/archive/worcester/2017/01/worcester_2017_01_26_120136.jpg",1
"/projects/phenocam/data/archive/bullshoals/2017/06/bullshoals_2017_06_26_120057.jpg",0
"/projects/phenocam/data/archive/bullshoals/2016/12/bullshoals_2016_12_27_115954.jpg",0
"/projects/phenocam/data/archive/upperbuffalo/2007/10/upperbuffalo_2007_10_20_120000.jpg",0
"/projects/phenocam/data/archive/huntington/2010/01/huntington_2010_01_28_120138.jpg",1
"/projects/phenocam/data/archive/windriverunderstory/2016/09/windriverunderstory_2016_09_01_120138.jpg",0
"/projects/phenocam/data/archive/sevilletashrub/2016/02/sevilletashrub_2016_02_19_120007.jpg",0
"/projects/phenocam/data/archive/acadia/2014/08/acadia_2014_08_15_120001.jpg",0
"/projects/phenocam/data/archive/kelloggcorn3/2016/06/kelloggcorn3_2016_06_15_120047.jpg",0
"/projects/phenocam/data/archive/oakridge2/2007/10/oakridge2_2007_10_05_152000.jpg",0
"/projects/phenocam/data/archive/nist/2017/12/nist_2017_12_02_115505.jpg",0
"/projects/phenocam/data/archive/mounthood/2008/03/mounthood_2008_03_06_120000.jpg",1
"/projects/phenocam/data/archive/nationalcapital/2014/10/nationalcapital_2014_10_01_120049.jpg",0
"/projects/phenocam/data/archive/uiefmiscanthus/2016/11/uiefmiscanthus_2016_11_30_120000.jpg",0
"/projects/phenocam/data/archive/shamrock/2009/04/shamrock_2009_04_08_120000.jpg",0
"/projects/phenocam/data/archive/joshuatree/2013/06/joshuatree_2013_06_21_120231.jpg",0
"/projects/phenocam/data/archive/oakridge1/2014/07/oakridge1_2014_07_09_122000.jpg",0
"/projects/phenocam/data/archive/hubbardbrooknfws/2013/03/hubbardbrooknfws_2013_03_29_121504.jpg",0
"/projects/phenocam/data/archive/marcell/2014/09/marcell_2014_09_10_100208.jpg",0
"/projects/phenocam/data/archive/wolfesneckfarm/2018/01/wolfesneckfarm_2018_01_29_115905.jpg",3
"/projects/phenocam/data/archive/harvardbarn2/2015/01/harvardbarn2_2015_01_25_120303.jpg",1
"/projects/phenocam/data/archive/mandanh5/2017/10/mandanh5_2017_10_18_120006.jpg",0
"/projects/phenocam/data/archive/marcell/2014/09/marcell_2014_09_12_100007.jpg",0
"/projects/phenocam/data/archive/turkeypointenf74/2013/08/turkeypointenf74_2013_08_16_120111.jpg",0
"/projects/phenocam/data/archive/ncssm/2015/12/ncssm_2015_12_21_120104.jpg",0
"/projects/phenocam/data/archive/parkridge/2011/09/parkridge_2011_09_15_120127.jpg",0
"/projects/phenocam/data/archive/usmpj/2014/05/usmpj_2014_05_31_120108.jpg",0
"/projects/phenocam/data/archive/luckyhills/2016/07/luckyhills_2016_07_30_120115.jpg",0
"/projects/phenocam/data/archive/tonzi/2013/10/tonzi_2013_10_10_120101.jpg",0
"/projects/phenocam/data/archive/armoklahoma/2008/04/armoklahoma_2008_04_13_095940.jpg",0
"/projects/phenocam/data/archive/shermanpeak2/2013/08/shermanpeak2_2013_08_19_120209.jpg",0
"/projects/phenocam/data/archive/turkeypointenf39/2013/08/turkeypointenf39_2013_08_08_123117.jpg",0
"/projects/phenocam/data/archive/lethbridge/2012/01/lethbridge_2012_01_23_120110.jpg",0
"/projects/phenocam/data/archive/oregonYP/2014/01/oregonYP_2014_01_02_113331.jpg",0
"/projects/phenocam/data/archive/mounthood/2015/06/mounthood_2015_06_28_120045.jpg",0
"/projects/phenocam/data/archive/southerngreatplains/2012/06/southerngreatplains_2012_06_15_120103.jpg",0
"/projects/phenocam/data/archive/harvardbarn/2014/01/harvardbarn_2014_01_19_120103.jpg",2
"/projects/phenocam/data/archive/borgocioffisouth/2018/02/borgocioffisouth_2018_02_20_120000.jpg",0
"/projects/phenocam/data/archive/burnssagebrush/2014/08/burnssagebrush_2014_08_23_120108.jpg",0
"/projects/phenocam/data/archive/nationalelkrefuge/2015/08/nationalelkrefuge_2015_08_27_120008.jpg",0
"/projects/phenocam/data/archive/smokylook/2011/03/smokylook_2011_03_17_120100.jpg",0
"/projects/phenocam/data/archive/kaweah/2010/07/kaweah_2010_07_29_120100.jpg",0
"/projects/phenocam/data/archive/uiefmaize/2010/06/uiefmaize_2010_06_01_114313.jpg",0
"/projects/phenocam/data/archive/silverton/2015/01/silverton_2015_01_03_120110.jpg",0
"/projects/phenocam/data/archive/torgnon-nd/2012/03/torgnon-nd_2012_03_13_120000.jpg",3
"/projects/phenocam/data/archive/coweeta/2014/06/coweeta_2014_06_14_120135.jpg",0
"/projects/phenocam/data/archive/dukehw/2016/05/dukehw_2016_05_23_120107.jpg",0
"/projects/phenocam/data/archive/northcascades/2006/05/northcascades_2006_05_20_130000.jpg",0
"/projects/phenocam/data/archive/elverde/2015/02/elverde_2015_02_13_120008.jpg",0
"/projects/phenocam/data/archive/luckyhills/2013/09/luckyhills_2013_09_25_120113.jpg",0
"/projects/phenocam/data/archive/konza/2015/07/konza_2015_07_16_120106.jpg",0
"/projects/phenocam/data/archive/bbc6/2017/03/bbc6_2017_03_04_120008.jpg",2
"/projects/phenocam/data/archive/humnokericec/2017/12/humnokericec_2017_12_25_120005.jpg",0
"/projects/phenocam/data/archive/aguatibiaeast/2014/07/aguatibiaeast_2014_07_15_120002.jpg",0
"/projects/phenocam/data/archive/jernort/2015/12/jernort_2015_12_06_120006.jpg",0
"/projects/phenocam/data/archive/eslm2/2017/01/eslm2_2017_01_19_120108.jpg",0
"/projects/phenocam/data/archive/sabinar/2017/01/sabinar_2017_01_16_120806.jpg",0
"/projects/phenocam/data/archive/howland1/2013/04/howland1_2013_04_10_120143.jpg",0
"/projects/phenocam/data/archive/grandcanyon/2013/01/grandcanyon_2013_01_10_110125.jpg",0
"/projects/phenocam/data/archive/harvardbarn2/2015/02/harvardbarn2_2015_02_27_120105.jpg",1
"/projects/phenocam/data/archive/canadaOBS/2017/06/canadaOBS_2017_06_13_120136.jpg",0
"/projects/phenocam/data/archive/worcester/2013/11/worcester_2013_11_27_120135.jpg",0
"/projects/phenocam/data/archive/smokypurchase/2008/08/smokypurchase_2008_08_12_140000.jpg",0
"/projects/phenocam/data/archive/boundarywaters/2007/05/boundarywaters_2007_05_17_120000.jpg",0
"/projects/phenocam/data/archive/sabinar/2016/07/sabinar_2016_07_03_120806.jpg",0
"/projects/phenocam/data/archive/aguatibiaeast/2007/10/aguatibiaeast_2007_10_31_120000.jpg",0
"/projects/phenocam/data/archive/sentinel/2010/07/sentinel_2010_07_18_120000.jpg",0
"/projects/phenocam/data/archive/upperbuffalo/2014/11/upperbuffalo_2014_11_14_120156.jpg",0
"/projects/phenocam/data/archive/NEON.D13.MOAB.DP1.00033/2017/05/NEON.D13.MOAB.DP1.00033_2017_05_01_120006.jpg",0
"/projects/phenocam/data/archive/coville/2011/10/coville_2011_10_01_121004.jpg",0
"/projects/phenocam/data/archive/shenandoah/2016/06/shenandoah_2016_06_25_120102.jpg",0
"/projects/phenocam/data/archive/woodshole/2016/12/woodshole_2016_12_29_120630.jpg",0
"/projects/phenocam/data/archive/dukehw/2017/12/dukehw_2017_12_03_120110.jpg",0
"/projects/phenocam/data/archive/oakville/2016/03/oakville_2016_03_02_120007.jpg",1
"/projects/phenocam/data/archive/jersand/2017/01/jersand_2017_01_07_120006.jpg",0
"/projects/phenocam/data/archive/bartlettir/2009/12/bartlettir_2009_12_28_121102.jpg",2
"/projects/phenocam/data/archive/borgocioffinorth/2017/06/borgocioffinorth_2017_06_30_113823.jpg",0
"/projects/phenocam/data/archive/proctor/2012/07/proctor_2012_07_30_114639.jpg",0
"/projects/phenocam/data/archive/missouriozarks/2017/02/missouriozarks_2017_02_19_120112.jpg",0
"/projects/phenocam/data/archive/tonzi/2016/10/tonzi_2016_10_18_120103.jpg",0
"/projects/phenocam/data/archive/harvardhemlock2/2017/07/harvardhemlock2_2017_07_24_120002.jpg",0
"/projects/phenocam/data/archive/NEON.D14.JORN.DP1.00033/2017/09/NEON.D14.JORN.DP1.00033_2017_09_08_120005.jpg",0
"/projects/phenocam/data/archive/smokylook/2009/08/smokylook_2009_08_06_120200.jpg",0
"/projects/phenocam/data/archive/howland2/2011/02/howland2_2011_02_27_123135.jpg",2
"/projects/phenocam/data/archive/mtrobson/2016/07/mtrobson_2016_07_23_120044.jpg",0
"/projects/phenocam/data/archive/southerngreatplains/2013/10/southerngreatplains_2013_10_03_120106.jpg",0
"/projects/phenocam/data/archive/kelloggcornsoy/2017/07/kelloggcornsoy_2017_07_23_120052.jpg",0
"/projects/phenocam/data/archive/kelloggcorn3/2016/07/kelloggcorn3_2016_07_20_120028.jpg",0
"/projects/phenocam/data/archive/bigbend/2017/11/bigbend_2017_11_30_120011.jpg",0
"/projects/phenocam/data/archive/hubbardbrook/2013/12/hubbardbrook_2013_12_17_120133.jpg",1
"/projects/phenocam/data/archive/burdettericec/2015/12/burdettericec_2015_12_11_121247.jpg",0
"/projects/phenocam/data/archive/NEON.D16.MART.DP1.20002/2018/02/NEON.D16.MART.DP1.20002_2018_02_27_120006.jpg",2
"/projects/phenocam/data/archive/mandani2/2017/07/mandani2_2017_07_25_115905.jpg",0
"/projects/phenocam/data/archive/shangqiu/2018/01/shangqiu_2018_01_25_115705.jpg",0
"/projects/phenocam/data/archive/sagehen2/2017/12/sagehen2_2017_12_23_115807.jpg",3
"/projects/phenocam/data/archive/windriver/2016/01/windriver_2016_01_29_120135.jpg",0
"/projects/phenocam/data/archive/bitterootvalley/2016/12/bitterootvalley_2016_12_16_120011.jpg",2
"/projects/phenocam/data/archive/segaarboretummeadow/2018/03/segaarboretummeadow_2018_03_12_120008.jpg",0
"/projects/phenocam/data/archive/harvardbarn/2013/04/harvardbarn_2013_04_28_120104.jpg",0
"/projects/phenocam/data/archive/hubbardbrookml/2015/03/hubbardbrookml_2015_03_12_120002.jpg",1
"/projects/phenocam/data/archive/chibougamau/2008/11/chibougamau_2008_11_10_120140.jpg",0
"/projects/phenocam/data/archive/NEON.D08.LENO.DP1.00042/2018/02/NEON.D08.LENO.DP1.00042_2018_02_27_120006.jpg",0
"/projects/phenocam/data/archive/windriverunderstory/2016/10/windriverunderstory_2016_10_07_120137.jpg",0
"/projects/phenocam/data/archive/pointreyes/2015/09/pointreyes_2015_09_05_120116.jpg",0
"/projects/phenocam/data/archive/windriverunderstory/2013/06/windriverunderstory_2013_06_28_120136.jpg",0
"/projects/phenocam/data/archive/merbleue/2016/09/merbleue_2016_09_07_120105.jpg",0
"/projects/phenocam/data/archive/sylvania/2018/02/sylvania_2018_02_23_120008.jpg",3
"/projects/phenocam/data/archive/coweeta/2017/04/coweeta_2017_04_16_115305.jpg",0
"/projects/phenocam/data/archive/hubbardbrook/2008/12/hubbardbrook_2008_12_31_120136.jpg",0
"/projects/phenocam/data/archive/oregonYP/2012/11/oregonYP_2012_11_06_120149.jpg",0
"/projects/phenocam/data/archive/lisbran/2015/07/lisbran_2015_07_11_120138.jpg",0
"/projects/phenocam/data/archive/waahila/2016/12/waahila_2016_12_30_115906.jpg",0
"/projects/phenocam/data/archive/rosemountcons/2017/10/rosemountcons_2017_10_05_120000.jpg",0
"/projects/phenocam/data/archive/mounthood/2012/12/mounthood_2012_12_19_120146.jpg",3
"/projects/phenocam/data/archive/thompsonfarm2N/2011/01/thompsonfarm2N_2011_01_19_120100.jpg",0
"/projects/phenocam/data/archive/umichbiological2/2013/07/umichbiological2_2013_07_05_120127.jpg",0
"/projects/phenocam/data/archive/morganmonroe/2009/11/morganmonroe_2009_11_10_120138.jpg",0
"/projects/phenocam/data/archive/arizonagrass/2010/03/arizonagrass_2010_03_23_122000.jpg",0
"/projects/phenocam/data/archive/dukehw/2015/09/dukehw_2015_09_25_120107.jpg",0
"/projects/phenocam/data/archive/tonnersjoheden2/2017/09/tonnersjoheden2_2017_09_07_120000.jpg",0
"/projects/phenocam/data/archive/downerwoods/2016/09/downerwoods_2016_09_06_113103.jpg",0
"/projects/phenocam/data/archive/harvardhemlock2/2017/12/harvardhemlock2_2017_12_13_120004.jpg",3
"/projects/phenocam/data/archive/sequoia/2010/12/sequoia_2010_12_10_120200.jpg",0
"/projects/phenocam/data/archive/smokypurchase/2011/02/smokypurchase_2011_02_26_120100.jpg",0
"/projects/phenocam/data/archive/torgnon-nd/2009/05/torgnon-nd_2009_05_22_120000.jpg",3
"/projects/phenocam/data/archive/northcascades/2006/01/northcascades_2006_01_17_140000.jpg",2
"/projects/phenocam/data/archive/joshuatree/2006/05/joshuatree_2006_05_12_110000.jpg",0
"/projects/phenocam/data/archive/rosemountconv/2018/02/rosemountconv_2018_02_01_120000.jpg",3
"/projects/phenocam/data/archive/kelloggcorn/2016/01/kelloggcorn_2016_01_04_110300.jpg",3
"/projects/phenocam/data/archive/monture/2015/01/monture_2015_01_23_120418.jpg",2
"/projects/phenocam/data/archive/jersand/2017/08/jersand_2017_08_13_120007.jpg",0
"/projects/phenocam/data/archive/palamanui/2017/10/palamanui_2017_10_25_115105.jpg",0
"/projects/phenocam/data/archive/kelloggnativegrass/2015/11/kelloggnativegrass_2015_11_15_120035.jpg",0
"/projects/phenocam/data/archive/macleish/2018/01/macleish_2018_01_23_120505.jpg",1
"/projects/phenocam/data/archive/proctor/2010/08/proctor_2010_08_05_114637.jpg",0
"/projects/phenocam/data/archive/vaira/2010/01/vaira_2010_01_11_120200.jpg",0
"/projects/phenocam/data/archive/windriver/2011/12/windriver_2011_12_21_120136.jpg",0
"/projects/phenocam/data/archive/harvardbarn2/2011/11/harvardbarn2_2011_11_26_120103.jpg",0
"/projects/phenocam/data/archive/turtleback/2017/08/turtleback_2017_08_23_120149.jpg",0
"/projects/phenocam/data/archive/kelloggcorn3/2017/12/kelloggcorn3_2017_12_24_120045.jpg",0
"/projects/phenocam/data/archive/kelloggcorn/2015/10/kelloggcorn_2015_10_05_110300.jpg",0
"/projects/phenocam/data/archive/northcascades/2016/03/northcascades_2016_03_13_120057.jpg",0
"/projects/phenocam/data/archive/grandcanyon/2003/12/grandcanyon_2003_12_22_120000.jpg",0
"/projects/phenocam/data/archive/arsgacp1/2016/07/arsgacp1_2016_07_12_120000.jpg",0
"/projects/phenocam/data/archive/mayberry/2012/03/mayberry_2012_03_21_114500.jpg",0
"/projects/phenocam/data/archive/burnssagebrush/2017/12/burnssagebrush_2017_12_10_120922.jpg",2
"/projects/phenocam/data/archive/helibase/2015/07/helibase_2015_07_03_120039.jpg",0
"/projects/phenocam/data/archive/thompsonfarm/2016/08/thompsonfarm_2016_08_12_113056.jpg",0
"/projects/phenocam/data/archive/rosemountnprs/2016/07/rosemountnprs_2016_07_04_120000.jpg",0
"/projects/phenocam/data/archive/siwetland/2017/12/siwetland_2017_12_01_121405.jpg",0
"/projects/phenocam/data/archive/hubbardbrooksfws/2013/02/hubbardbrooksfws_2013_02_10_121504.jpg",1
"/projects/phenocam/data/archive/ncssm/2013/10/ncssm_2013_10_21_120104.jpg",0
"/projects/phenocam/data/archive/jernort/2016/02/jernort_2016_02_02_120007.jpg",0
"/projects/phenocam/data/archive/bigbend/2016/10/bigbend_2016_10_10_120007.jpg",0
"/projects/phenocam/data/archive/mineralking/2015/03/mineralking_2015_03_03_120044.jpg",2
"/projects/phenocam/data/archive/NEON.D05.TREE.DP1.00033/2016/12/NEON.D05.TREE.DP1.00033_2016_12_20_120005.jpg",1
"/projects/phenocam/data/archive/marena/2012/06/marena_2012_06_19_103001.jpg",0
"/projects/phenocam/data/archive/gcesapelo/2014/06/gcesapelo_2014_06_29_120002.jpg",0
"/projects/phenocam/data/archive/canadaoa2/2016/10/canadaoa2_2016_10_30_120006.jpg",2
"/projects/phenocam/data/archive/NEON.D01.HARV.DP1.00042/2017/04/NEON.D01.HARV.DP1.00042_2017_04_07_120006.jpg",1
"/projects/phenocam/data/archive/vancouverisland/2015/07/vancouverisland_2015_07_07_080537.jpg",0
"/projects/phenocam/data/archive/howland1/2014/10/howland1_2014_10_07_120143.jpg",0
"/projects/phenocam/data/archive/harvardfarmnorth/2015/12/harvardfarmnorth_2015_12_03_120008.jpg",0
"/projects/phenocam/data/archive/gatesofthemountains/2007/09/gatesofthemountains_2007_09_20_120000.jpg",0
"/projects/phenocam/data/archive/armoklahoma/2003/04/armoklahoma_2003_04_09_070429.jpg",0
"/projects/phenocam/data/archive/jerbajada/2018/01/jerbajada_2018_01_14_120006.jpg",0
"/projects/phenocam/data/archive/jersand/2016/02/jersand_2016_02_24_120006.jpg",0
"/projects/phenocam/data/archive/smokypurchase/2005/03/smokypurchase_2005_03_25_150000.jpg",0
"/projects/phenocam/data/archive/harvardgarden/2016/12/harvardgarden_2016_12_05_115405.jpg",3
"/projects/phenocam/data/archive/downerwoods/2018/03/downerwoods_2018_03_20_113104.jpg",0
"/projects/phenocam/data/archive/usmpj/2014/01/usmpj_2014_01_25_120108.jpg",1
"/projects/phenocam/data/archive/laurentides/2015/08/laurentides_2015_08_10_120107.jpg",0
"/projects/phenocam/data/archive/olympic/2015/12/olympic_2015_12_06_120057.jpg",0
"/projects/phenocam/data/archive/lacclair/2016/05/lacclair_2016_05_13_120006.jpg",0
"/projects/phenocam/data/archive/jasperridge/2012/05/jasperridge_2012_05_15_120105.jpg",0
"/projects/phenocam/data/archive/marena/2017/11/marena_2017_11_05_120001.jpg",0
"/projects/phenocam/data/archive/unca/2017/05/unca_2017_05_12_113006.jpg",0
"/projects/phenocam/data/archive/spruceA0EMT/2017/03/spruceA0EMT_2017_03_03_120406.jpg",2
"/projects/phenocam/data/archive/gatesofthemountains/2008/09/gatesofthemountains_2008_09_27_120000.jpg",0
"/projects/phenocam/data/archive/canadaoa2/2017/03/canadaoa2_2017_03_06_120006.jpg",3
"/projects/phenocam/data/archive/teddy/2018/01/teddy_2018_01_12_120221.jpg",3
"/projects/phenocam/data/archive/turtleback/2013/10/turtleback_2013_10_18_120130.jpg",0
"/projects/phenocam/data/archive/spruceT4P13/2017/07/spruceT4P13_2017_07_11_115405.jpg",0
"/projects/phenocam/data/archive/mountranier/2016/08/mountranier_2016_08_27_120047.jpg",0
"/projects/phenocam/data/archive/harvard/2017/02/harvard_2017_02_08_120136.jpg",0
"/projects/phenocam/data/archive/imcrkridge1/2016/03/imcrkridge1_2016_03_19_120608.jpg",3
"/projects/phenocam/data/archive/usmpj/2017/02/usmpj_2017_02_24_120109.jpg",0
"/projects/phenocam/data/archive/csutest/2014/10/csutest_2014_10_27_120009.jpg",0
"/projects/phenocam/data/archive/spruceT4P04E/2016/06/spruceT4P04E_2016_06_09_120006.jpg",0
"/projects/phenocam/data/archive/archboldbahia/2017/04/archboldbahia_2017_04_10_120007.jpg",0
"/projects/phenocam/data/archive/springfieldma/2016/08/springfieldma_2016_08_29_093103.jpg",0
"/projects/phenocam/data/archive/groundhog/2012/04/groundhog_2012_04_23_120139.jpg",0
"/projects/phenocam/data/archive/jernort/2016/01/jernort_2016_01_23_120005.jpg",0
"/projects/phenocam/data/archive/imcrkfen/2013/05/imcrkfen_2013_05_24_120608.jpg",3
"/projects/phenocam/data/archive/spruceT2P20/2017/03/spruceT2P20_2017_03_18_120906.jpg",0
"/projects/phenocam/data/archive/NEON.D13.MOAB.DP1.00033/2017/05/NEON.D13.MOAB.DP1.00033_2017_05_15_120006.jpg",0
"/projects/phenocam/data/archive/southerngreatplains/2016/02/southerngreatplains_2016_02_01_120311.jpg",0
"/projects/phenocam/data/archive/konza/2012/08/konza_2012_08_23_120106.jpg",0
"/projects/phenocam/data/archive/merbleue/2017/01/merbleue_2017_01_01_120104.jpg",3
"/projects/phenocam/data/archive/hubbardbrook/2013/12/hubbardbrook_2013_12_12_120134.jpg",2
"/projects/phenocam/data/archive/missouriozarks/2013/10/missouriozarks_2013_10_14_120109.jpg",0
"/projects/phenocam/data/archive/ashburnham/2013/11/ashburnham_2013_11_06_120104.jpg",0
"/projects/phenocam/data/archive/archboldavir/2017/03/archboldavir_2017_03_10_115507.jpg",0
"/projects/phenocam/data/archive/ncssm/2014/05/ncssm_2014_05_05_120103.jpg",0
"/projects/phenocam/data/archive/sweetbriar/2015/06/sweetbriar_2015_06_03_120007.jpg",0
"/projects/phenocam/data/archive/eslm2/2015/08/eslm2_2015_08_26_120107.jpg",0
"/projects/phenocam/data/archive/willamettegrass/2015/06/willamettegrass_2015_06_12_120008.jpg",0
"/projects/phenocam/data/archive/ncssm/2014/01/ncssm_2014_01_12_120105.jpg",0
"/projects/phenocam/data/archive/bartlettir/2012/11/bartlettir_2012_11_06_120202.jpg",0
"/projects/phenocam/data/archive/umichbiological2/2010/01/umichbiological2_2010_01_24_120126.jpg",2
"/projects/phenocam/data/archive/montenegro/2018/03/montenegro_2018_03_06_120006.jpg",0
"/projects/phenocam/data/archive/spruceT4P13/2015/12/spruceT4P13_2015_12_21_120008.jpg",1
"/projects/phenocam/data/archive/luckyhills/2017/09/luckyhills_2017_09_08_115405.jpg",0
"/projects/phenocam/data/archive/NEON.D08.TALL.DP1.00042/2018/02/NEON.D08.TALL.DP1.00042_2018_02_04_120006.jpg",0
"/projects/phenocam/data/archive/willamettegrass/2015/07/willamettegrass_2015_07_03_120009.jpg",0
"/projects/phenocam/data/archive/NEON.D02.SCBI.DP1.00042/2017/08/NEON.D02.SCBI.DP1.00042_2017_08_27_120006.jpg",0
"/projects/phenocam/data/archive/oregonYP/2016/11/oregonYP_2016_11_12_120107.jpg",0
"/projects/phenocam/data/archive/sabinar/2017/04/sabinar_2017_04_06_120806.jpg",0
"/projects/phenocam/data/archive/NEON.D09.PRPO.DP1.20002/2016/12/NEON.D09.PRPO.DP1.20002_2016_12_22_120007.jpg",3
"/projects/phenocam/data/archive/spruceA0P21SH/2018/03/spruceA0P21SH_2018_03_15_115405.jpg",3
"/projects/phenocam/data/archive/NEON.D05.TREE.DP1.00042/2017/07/NEON.D05.TREE.DP1.00042_2017_07_14_120005.jpg",0
"/projects/phenocam/data/archive/siwetland/2017/10/siwetland_2017_10_30_121405.jpg",0
"/projects/phenocam/data/archive/bartlettir/2012/02/bartlettir_2012_02_01_120152.jpg",2
"/projects/phenocam/data/archive/caryinstitute/2011/04/caryinstitute_2011_04_05_120553.jpg",0
"/projects/phenocam/data/archive/NEON.D02.SERC.DP1.00033/2018/03/NEON.D02.SERC.DP1.00033_2018_03_19_120005.jpg",0
"/projects/phenocam/data/archive/humnokericea/2018/01/humnokericea_2018_01_14_120008.jpg",2
